Date,Close/Last,Volume,Open,High,Low
11/30/2021,$49.2,49460840,$49.5,$50.4,$48.68
11/29/2021,$50,31478900,$49.3,$50.13,$48.72
11/26/2021,$48.78,25268980,$48.9,$49.175,$48.115
11/24/2021,$49.76,26035780,$48.855,$49.78,$48.63
11/23/2021,$49.1,44713340,$50.16,$50.45,$48.64
11/22/2021,$49.83,33389630,$49.55,$50.85,$49.41
11/19/2021,$49.52,27607600,$49.6,$49.73,$49.24
11/18/2021,$49.68,30667660,$50.24,$50.24,$48.97
11/17/2021,$50.23,23546920,$50.6,$50.9399,$49.98
11/16/2021,$50.61,30927770,$50.37,$51.15,$50.34
11/15/2021,$50.32,24695780,$50.41,$50.63,$50.12
11/12/2021,$50.31,23884840,$50.595,$50.9,$50.18
11/11/2021,$50.53,25419990,$51.01,$51.07,$50.41
11/10/2021,$50.76,25040730,$50.975,$51.3873,$50.71
11/09/2021,$51.2,22508420,$51.54,$51.77,$50.765
11/08/2021,$51.55,31647840,$51.46,$51.99,$51.06
11/05/2021,$50.92,36816160,$50.55,$51.58,$50.54
11/04/2021,$50.31,24805960,$50.24,$50.35,$49.73
11/03/2021,$50.39,23962120,$49.931,$50.45,$49.71
11/02/2021,$49.86,27193260,$49.61,$49.895,$49.23
11/01/2021,$49.55,28013740,$49.4,$49.6,$49
10/29/2021,$49,42300970,$48.1,$49.28,$47.92
10/28/2021,$48.08,31317180,$48.14,$48.3599,$47.88
10/27/2021,$47.89,41081460,$48.52,$48.8155,$47.87
10/26/2021,$48.28,68405390,$49.4,$49.44,$47.93
10/25/2021,$49.41,43178770,$49.825,$50.07,$49.31
10/22/2021,$49.46,109971900,$50.39,$50.55,$49.14
10/21/2021,$56,38390860,$54.925,$56.07,$54.83
10/20/2021,$55.37,16850270,$55.25,$55.485,$55.08
10/19/2021,$55.21,18392880,$54.626,$55.22,$54.37
10/18/2021,$54.47,22407570,$54.185,$54.56,$53.72
10/15/2021,$54.46,25231140,$54.2,$54.49,$53.8095
10/14/2021,$53.9,26586650,$52.895,$54,$52.73
10/13/2021,$52.26,18533960,$52.38,$52.5784,$51.865
10/12/2021,$52.17,32784310,$53.57,$53.72,$52.01
10/11/2021,$53.44,14398760,$53.81,$54.41,$53.42
10/08/2021,$53.81,16068030,$54.55,$54.58,$53.7
10/07/2021,$54.18,20704440,$54.319,$54.985,$54.12
10/06/2021,$53.98,20059580,$53.48,$54.07,$53.07
10/05/2021,$53.95,18129360,$53.55,$54.34,$53.475
10/04/2021,$53.47,27353320,$53.93,$54.33,$53.08
10/01/2021,$53.86,19895100,$53.645,$54.105,$53.05
09/30/2021,$53.28,20534070,$53.76,$53.98,$53.26
09/29/2021,$53.49,20514310,$54,$54.05,$53.18
09/28/2021,$54,24691320,$54.18,$54.59,$53.96
09/27/2021,$54.66,13899910,$53.94,$54.87,$53.82
09/24/2021,$54.22,12976200,$53.775,$54.423,$53.73
09/23/2021,$54.03,16474330,$53.75,$54.3,$53.6
09/22/2021,$53.5,18594120,$53.4,$53.87,$53
09/21/2021,$52.87,17968930,$53.2,$53.45,$52.83
09/20/2021,$52.98,35051900,$53.214,$53.5,$52.32
09/17/2021,$54.26,35359230,$54.59,$54.59,$53.665
09/16/2021,$54.83,19863090,$54.86,$54.95,$54.24
09/15/2021,$55.12,18796180,$54.67,$55.15,$54.42
09/14/2021,$54.52,22072720,$55.37,$55.44,$54.27
09/13/2021,$54.99,22639240,$54.61,$55.485,$54.41
09/10/2021,$53.84,20324700,$53.85,$54.98,$53.81
09/09/2021,$53.4,13495800,$53.66,$53.89,$53.34
09/08/2021,$53.57,18235080,$53.73,$53.92,$52.99
09/07/2021,$53.65,13914970,$53.57,$53.95,$53.44
09/03/2021,$53.51,13472750,$53.44,$54.08,$53.3193
09/02/2021,$53.73,15880060,$53.8,$53.89,$53.35
09/01/2021,$53.67,18615030,$54.11,$54.155,$53.53
08/31/2021,$54.06,22350100,$54.44,$54.5,$53.66
08/30/2021,$53.94,14581330,$54.26,$54.87,$53.76
08/27/2021,$53.89,16524990,$53.36,$53.94,$52.92
08/26/2021,$53.13,19569980,$53.745,$53.745,$52.9729
08/25/2021,$53.81,15048390,$54.08,$54.23,$53.731
08/24/2021,$53.81,20348800,$53.555,$53.97,$53.31
08/23/2021,$53.23,23976260,$52.59,$53.535,$52.48
08/20/2021,$52.01,25728330,$52.16,$52.38,$51.42
08/19/2021,$52.44,22999390,$52.054,$52.67,$51.58
08/18/2021,$52.19,15061740,$52.6,$53.03,$52.11
08/17/2021,$52.69,22014900,$53.17,$53.1784,$52.22
08/16/2021,$53.47,17692910,$53.23,$53.49,$53
08/13/2021,$53.49,15281070,$53.5,$53.555,$53.055
08/12/2021,$53.54,15073690,$54.17,$54.18,$53.255
08/11/2021,$54.14,18590800,$54.26,$54.36,$53.84
08/10/2021,$53.94,16215710,$54.24,$54.385,$53.51
08/09/2021,$54.05,14670140,$54.08,$54.41,$53.83
08/06/2021,$53.92,19256020,$53.86,$54.13,$53.73
08/05/2021,$53.89,15310010,$53.99,$54.02,$53.58
08/04/2021,$53.9,17612710,$54.25,$54.44,$53.7
08/03/2021,$54.06,16375930,$53.89,$54.16,$53.26
08/02/2021,$53.68,18098080,$53.99,$54.47,$53.535
07/30/2021,$53.72,16465690,$53.65,$53.9,$53.25
07/29/2021,$53.7,16886630,$53.48,$54.1,$53.32
07/28/2021,$53.07,28478850,$53.03,$53.92,$52.94
07/27/2021,$53.18,39878030,$53.12,$53.2,$52.31
07/26/2021,$54.31,32881170,$52.81,$54.54,$52.76
07/23/2021,$53,67742250,$54.58,$54.71,$52.32
07/22/2021,$55.96,36690980,$56.06,$56.54,$55.68
07/21/2021,$56.23,18497170,$55.18,$56.28,$55.01
07/20/2021,$55.24,19866970,$54.915,$55.56,$54.2684
07/19/2021,$54.64,27007670,$54.41,$54.805,$53.97
07/16/2021,$54.97,25263790,$56.05,$56.9295,$54.9
07/15/2021,$55.81,18917050,$56.4,$56.4,$55.57
07/14/2021,$56.52,16263610,$57.17,$57.455,$56.3339
07/13/2021,$56.87,15715980,$56.62,$57.3,$56.34
07/12/2021,$56.73,15392760,$56.26,$56.755,$56.11
07/09/2021,$55.99,18708000,$55.51,$56.105,$55.31
07/08/2021,$55.39,19161960,$55.31,$55.72,$54.7901
07/07/2021,$55.96,14857390,$56.37,$56.45,$55.705
07/06/2021,$56.09,26186600,$56.92,$57.01,$55.7
07/02/2021,$56.76,17223580,$56.55,$56.99,$56.32
07/01/2021,$56.01,24871590,$56.13,$56.64,$55.87
06/30/2021,$56.14,29891580,$56.34,$56.375,$55.39
06/29/2021,$56.75,26359990,$57.55,$57.83,$55.88
06/28/2021,$57.48,22480880,$56.36,$57.725,$56.34
06/25/2021,$55.91,21101240,$56.02,$56.405,$55.745
06/24/2021,$56.07,21209730,$55.49,$56.1,$55.34
06/23/2021,$55.26,20287880,$55.87,$55.974,$55.23
06/22/2021,$55.87,18682810,$55.94,$56.2799,$55.5049
06/21/2021,$55.87,19254640,$55.75,$56.04,$55.37
06/18/2021,$55.67,55118310,$56.68,$56.75,$55.1
