Date,Close/Last,Volume,Open,High,Low
12/01/2021,$310.6,30384080,$330.29,$330.5,$310.29
11/30/2021,$324.46,25390010,$335,$335.81,$323.43
11/29/2021,$338.03,16650950,$336.89,$340.67,$335.305
11/26/2021,$333.12,14750740,$335.795,$337.75,$331.902
11/24/2021,$341.06,13566180,$336,$341.78,$332.81
11/23/2021,$337.25,17224990,$338.93,$341.3999,$333.5
11/22/2021,$341.01,27116810,$349.05,$353.83,$340.51
11/19/2021,$345.3,26488540,$342.2,$352.1,$339.9
11/18/2021,$338.69,17487240,$339.72,$342.46,$335.3
11/17/2021,$340.77,13602810,$344.24,$347.3,$340.1
11/16/2021,$342.96,18181110,$343.83,$346.65,$340.87
11/15/2021,$347.56,25076600,$344.34,$353.65,$343.2
11/12/2021,$340.89,25414310,$330.18,$341.86,$329.78
11/11/2021,$327.74,12376560,$329.82,$332.459,$327
11/10/2021,$327.64,21872610,$332.49,$333.19,$325.51
11/09/2021,$335.37,17556720,$340,$341.3075,$334.47
11/08/2021,$338.62,18342460,$344.42,$344.789,$338.34
11/05/2021,$341.13,26872820,$340.31,$346.79,$339.64
11/04/2021,$335.85,22495280,$334.007,$337.273,$332.65
11/03/2021,$331.62,20786500,$327.49,$332.15,$323.2
11/02/2021,$328.08,28352970,$331.38,$334.7895,$323.8
