Date,Close/Last,Volume,Open,High,Low
12/01/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/30/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/29/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/26/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/24/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/23/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/22/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/19/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/18/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/17/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/16/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/15/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/12/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/11/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/10/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/09/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/08/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/05/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/04/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/03/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/02/2021,$57.75,N/A,$57.75,$57.75,$57.75
11/01/2021,$57.75,N/A,$57.75,$57.75,$57.75
10/29/2021,$57.75,N/A,$57.75,$57.75,$57.75
10/28/2021,$57.75,N/A,$57.75,$57.75,$57.75
10/27/2021,$57.75,N/A,$57.75,$57.75,$57.75
10/26/2021,$57.75,N/A,$57.75,$57.75,$57.75
10/25/2021,$57.75,N/A,$57.75,$57.75,$57.75
10/22/2021,$57.75,N/A,$57.75,$57.75,$57.75
10/21/2021,$57.75,N/A,$57.75,$57.75,$57.75
10/20/2021,$57.75,N/A,$57.75,$57.75,$57.75
10/19/2021,$57.75,N/A,$57.75,$57.75,$57.75
10/18/2021,$57.75,N/A,$57.75,$57.75,$57.75
