Date,Close/Last,Volume,Open,High,Low
12/01/2021,$3443.72,3756995,$3545,$3559.88,$3441.6
11/30/2021,$3507.07,4001107,$3563.5,$3585.77,$3492.01
11/29/2021,$3561.57,3265557,$3547.6443,$3596,$3531.5001
11/26/2021,$3504.56,2991297,$3602.095,$3633.5,$3504.15
11/24/2021,$3580.41,2328018,$3562.67,$3613.64,$3536.85
11/23/2021,$3580.04,3692246,$3585.04,$3621.05,$3527.71
11/22/2021,$3572.57,4847850,$3676.377,$3713.455,$3567.5
11/19/2021,$3676.57,4946203,$3712.69,$3762.145,$3675.72
11/18/2021,$3696.06,5703538,$3566.35,$3704.2,$3561
11/17/2021,$3549,2560270,$3564.72,$3587.245,$3545.35
11/16/2021,$3540.7,2217071,$3539,$3576.5,$3525.1466
11/15/2021,$3545.68,2929719,$3537,$3593.88,$3525.81
11/12/2021,$3525.15,2689434,$3485,$3540.7262,$3447.05
11/11/2021,$3472.5,2264406,$3513,$3543.24,$3467.47
11/10/2021,$3482.05,4027422,$3563.87,$3605.45,$3463.09
11/09/2021,$3576.23,4294922,$3515.25,$3593.77,$3501.425
11/08/2021,$3488.98,3073992,$3523.24,$3579,$3487.86
11/05/2021,$3518.99,4996951,$3477,$3566.25,$3476.98
11/04/2021,$3477,5353020,$3370,$3498.625,$3365.0001
11/03/2021,$3384,3397189,$3309,$3394.92,$3297.52
11/02/2021,$3312.75,2627590,$3315.01,$3331.115,$3283.55
11/01/2021,$3318.11,3608879,$3361.8,$3375.86,$3292.02
10/29/2021,$3372.43,6486077,$3300.02,$3374.82,$3273.32
10/28/2021,$3446.57,5708733,$3402.095,$3479,$3386
10/27/2021,$3392.49,2702224,$3388,$3437,$3371.4534
10/26/2021,$3376.07,2698342,$3349.51,$3416.12,$3343.98
10/25/2021,$3320.37,2225956,$3335,$3347.7997,$3297.7
10/22/2021,$3335.55,3139053,$3421,$3429.84,$3331.3
10/21/2021,$3435.01,1881385,$3414.25,$3440.28,$3403
10/20/2021,$3415.06,2139777,$3452.66,$3462.86,$3400.37
10/19/2021,$3444.15,2386079,$3434.29,$3454.69,$3422
10/18/2021,$3446.74,3174115,$3388.358,$3449.17,$3385.1
10/15/2021,$3409.02,5179941,$3311.42,$3410.42,$3304
10/14/2021,$3299.86,2112020,$3302.454,$3312.6,$3290.78
10/13/2021,$3284.28,2425086,$3269.71,$3288.38,$3261.0889
10/12/2021,$3247.33,1819571,$3257,$3267.528,$3236.28
10/11/2021,$3246.3,2034203,$3275,$3292.5899,$3238.1
10/08/2021,$3288.62,1998217,$3317,$3321.43,$3288.2
10/07/2021,$3302.43,2409075,$3291.54,$3325.746,$3283.06
10/06/2021,$3262.01,2532977,$3213.53,$3264.34,$3198.62
10/05/2021,$3221,3269208,$3204.5,$3260.73,$3202.464
10/04/2021,$3189.78,4523057,$3279.39,$3279.99,$3176.25
10/01/2021,$3283.26,2835617,$3289.01,$3309.1746,$3255.94
09/30/2021,$3285.04,2847033,$3316,$3327.85,$3273.99
09/29/2021,$3301.12,2562268,$3322.11,$3351.3,$3297.87
09/28/2021,$3315.96,4430819,$3357.71,$3369.19,$3290.1001
