Date,Close/Last,Volume,Open,High,Low
12/01/2021,$179.32,19542920,$187.77,$190.35,$179.15
11/30/2021,$184.89,21144290,$186.47,$188.825,$180.5
11/29/2021,$187.24,16308220,$188.92,$189.9,$182.43
11/26/2021,$187.79,11080420,$188.38,$193,$186.83
11/24/2021,$188.71,13359140,$187,$189.64,$184.74
11/23/2021,$188.05,20004540,$189.155,$190.79,$185.2
11/22/2021,$189.48,29956600,$193.62,$193.9,$184.275
11/19/2021,$193.61,24607530,$202.19,$202.5,$193.0701
11/18/2021,$200.5,19980110,$206.99,$207.5,$199.2
11/17/2021,$206.27,23095570,$211.145,$213.97,$203.35
11/16/2021,$215.67,16697520,$214.89,$215.97,$211.77
11/15/2021,$212.54,17433100,$212.22,$214.2091,$210.71
11/12/2021,$208.3,20954570,$203.25,$210.02,$201.4835
11/11/2021,$202.03,17712090,$207.92,$208.31,$201.56
11/10/2021,$204.64,23585950,$204.1,$208.2,$202.78
11/09/2021,$205.42,63995080,$212.4,$212.4,$200.68
11/08/2021,$229.42,23213880,$227.96,$230.97,$226.25
11/05/2021,$225.78,16665650,$230,$230.42,$224.6
11/04/2021,$228.22,14158860,$231.61,$231.92,$225
11/03/2021,$230.38,14177950,$228.33,$230.9,$225.3101
11/02/2021,$229.46,12676710,$232.54,$232.761,$227.8
11/01/2021,$231.28,14054940,$232.7,$233.55,$230.19
10/29/2021,$232.59,13010820,$235.43,$238.9,$231.71
10/28/2021,$236.83,14288270,$237,$237.94,$232.78
10/27/2021,$234.94,19043910,$243.85,$244.6899,$233.92
10/26/2021,$243,14404290,$249.45,$249.88,$241.01
10/25/2021,$246.88,23046730,$254.955,$255.52,$245.82
10/22/2021,$240.4,24170920,$243.73,$246.66,$239.75
10/21/2021,$243.21,42508930,$258.61,$258.96,$242.98
10/20/2021,$258.36,31271740,$273,$273.51,$253.1
10/19/2021,$271.7,3985909,$271.01,$273.27,$269.835
10/18/2021,$270.33,4367137,$266.39,$270.44,$264.71
10/15/2021,$268.35,5007867,$268.7006,$269.7209,$265.44
10/14/2021,$266.45,7855106,$261.5,$267.41,$260.2
10/13/2021,$256.36,6024050,$258.73,$261.24,$254.245
10/12/2021,$255.85,4289324,$256,$257.97,$253.78
10/11/2021,$255.05,5031650,$257.93,$260.66,$254.69
10/08/2021,$260.06,4095908,$264.955,$265.47,$259.8
10/07/2021,$263.54,5276445,$265.95,$268.6933,$263.07
10/06/2021,$264.06,4615285,$256.29,$264.39,$256.03
10/05/2021,$260.15,6326587,$255.22,$262.77,$253.59
10/04/2021,$255.01,7267168,$261.838,$262.57,$251.59
10/01/2021,$264.65,4560448,$261.455,$265.82,$260.11
09/30/2021,$260.21,5329257,$259.65,$263.47,$258.73
09/29/2021,$259,6829064,$263.51,$264.46,$256.89
09/28/2021,$262.19,8352372,$269.895,$271.44,$261.68
09/27/2021,$273.39,4614852,$274.78,$276.78,$272.1855
09/24/2021,$278.11,3985813,$276.02,$278.33,$274.69
09/23/2021,$279.1,5409581,$274.45,$279.95,$273.78
09/22/2021,$272.34,5574070,$270.46,$273.47,$266.5
09/21/2021,$269.49,4326076,$271.75,$272.2986,$267.8
09/20/2021,$269.91,7728307,$271.55,$273,$265.68
09/17/2021,$276.34,8117226,$282.18,$282.5,$275.92
09/16/2021,$282.97,3606742,$281.04,$283.69,$280.39
09/15/2021,$282.43,4056783,$284.21,$285.75,$279.5
09/14/2021,$282.24,4216695,$281.844,$283.17,$279.71
09/13/2021,$280.49,4836471,$286.72,$287.19,$277.8
09/10/2021,$284.32,3816588,$288.6,$289,$284.11
09/09/2021,$286.88,4169970,$287.45,$289.37,$285.08
09/08/2021,$285.23,11039280,$296.55,$296.7,$283.33
09/07/2021,$293.26,6789751,$290.41,$293.68,$288.04
09/03/2021,$289.13,5287970,$285.03,$290.38,$284.4
09/02/2021,$285.53,4647112,$288.9,$288.9,$285.25
09/01/2021,$286.75,5568281,$290.1,$290.9,$286.36
08/31/2021,$288.66,8911799,$290.93,$292.65,$284.34
08/30/2021,$288.47,14631050,$279.61,$290.406,$279.08
08/27/2021,$278.33,3916952,$274.03,$278.89,$273.67
08/26/2021,$273.62,3626405,$277.89,$278.68,$273.52
08/25/2021,$277.69,4392583,$279.8157,$279.8296,$276.77
08/24/2021,$279.51,3542641,$278.93,$279.58,$276.5086
08/23/2021,$276.98,5507500,$275.75,$278.29,$273.02
08/20/2021,$272.96,4179531,$269.54,$273.935,$269.54
08/19/2021,$270.58,5119910,$267.19,$272.0099,$266.6033
08/18/2021,$268.84,4830905,$271.01,$272.77,$268.48
08/17/2021,$271.1,7966077,$275.25,$275.545,$269.08
08/16/2021,$278.28,5285791,$273.73,$279.19,$273.56
08/13/2021,$274.91,4097209,$276.17,$276.81,$274.61
